ID;Sursa de venit;Categorie;Tara;Platforma;Magazin;Retea afiliere;Comision;Tip comision;Recurent;Durata cookie;Valoare estimata client;Potential trafic;Competitie;Potential SEO;Dificultate;Dificultate aprobare;Venit lunar potential;Prioritate;URL;Status
AF0181;Comision afiliere — yce.perfectcorp.com;Afiliere;international;impact;yce.perfectcorp.com;impact;25% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://yce.perfectcorp.com/;activ
AF0182;Comision afiliere — plusmetrica.com;Afiliere;international;impact;plusmetrica.com;impact;20% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.plusmetrica.com;activ
AF0183;Comision afiliere — proxy-cheap.com;Afiliere;international;impact;proxy-cheap.com;impact;25% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://proxy-cheap.com;activ
AF0184;Comision afiliere — pubrio.com;Afiliere;international;impact;pubrio.com;impact;25% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.pubrio.com;activ
AF0185;Comision afiliere — selenichast.com;Afiliere;international;impact;selenichast.com;impact;20% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://www.selenichast.com;activ
AF0186;Comision afiliere — bstd.ai;Afiliere;international;impact;bstd.ai;impact;20% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://bstd.ai;activ
AF0187;Comision afiliere — treexy.com;Afiliere;international;impact;treexy.com;impact;25% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;medie (lipseste linkul);usoara (cont activ);UNKNOWN;standard;https://treexy.com;FARA LINK AFILIAT
AF0188;Comision afiliere — udemy.com;Afiliere;international;impact;udemy.com;impact;20% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://udemy.com;activ
AF0189;Comision afiliere — miniolie.com;Afiliere;international;impact;miniolie.com;impact;20% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.miniolie.com;activ
AF0190;Comision afiliere — chillsim.net;Afiliere;international;impact;chillsim.net;impact;20% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://chillsim.net;activ
AF0191;Comision afiliere — mscompanyltd.jp;Afiliere;international;impact;mscompanyltd.jp;impact;20% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.mscompanyltd.jp/;activ
AF0192;Comision afiliere — airslate.com;Afiliere;international;impact;airslate.com;impact;Renewal: 40% Subscription: 40% Trial: $1;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://www.airslate.com;activ
AF0193;Comision afiliere — expressvpn.com;Afiliere;international;impact;expressvpn.com;impact;25% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://www.expressvpn.com;activ
AF0194;Comision afiliere — l-nutra.com;Afiliere;international;impact;l-nutra.com;impact;20% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://l-nutra.com;activ
AF0195;Comision afiliere — dyfashion.ro;Afiliere;RO;2performant;dyfashion.ro;2performant;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://dyfashion.ro;activ
AF0196;Comision afiliere — inpuff.ro;Afiliere;RO;2performant;inpuff.ro;2performant;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://inpuff.ro;activ
AF0197;Comision afiliere — foglia.ro;Afiliere;RO;2performant;foglia.ro;2performant;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://foglia.ro;activ
AF0198;Comision afiliere — originals.ro;Afiliere;RO;2performant;originals.ro;2performant;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://originals.ro;activ
AF0199;Comision afiliere — sofiline.ro;Afiliere;RO;2performant;sofiline.ro;2performant;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://sofiline.ro;activ
AF0200;Comision afiliere — various-brands.ro;Afiliere;RO;2performant;various-brands.ro;2performant;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://various-brands.ro;activ
AF0201;Comision afiliere — gameology.ro;Afiliere;RO;2performant;gameology.ro;2performant;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://gameology.ro;activ
AF0202;Comision afiliere — vecteezy.com;Afiliere;international;impact;vecteezy.com;impact;20%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.vecteezy.com;activ
AF0203;Comision afiliere — ravpower.com;Afiliere;international;impact;ravpower.com;impact;5-8%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.ravpower.com;activ
AF0204;Comision afiliere — nl.jackery.com;Afiliere;international;impact;nl.jackery.com;impact;5-8%;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://nl.jackery.com;activ
AF0205;Comision afiliere — nurio.ro;Afiliere;RO;2performant;nurio.ro;2performant;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://nurio.ro;activ
AF0206;Comision afiliere — 8000kicks.com;Afiliere;international;impact;8000kicks.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://8000kicks.com;activ
AF0207;Comision afiliere — acebeam.com;Afiliere;international;impact;acebeam.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;medie (lipseste linkul);usoara (cont activ);UNKNOWN;standard;https://www.acebeam.com;FARA LINK AFILIAT
AF0208;Comision afiliere — adventology.co.uk;Afiliere;international;impact;adventology.co.uk;impact;Variabil;variabil pe categorie;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://adventology.co.uk;activ
AF0209;Comision afiliere — aeroband.net;Afiliere;international;impact;aeroband.net;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;medie (lipseste linkul);usoara (cont activ);UNKNOWN;standard;https://www.aeroband.net;FARA LINK AFILIAT
AF0210;Comision afiliere — aimer.com;Afiliere;international;impact;aimer.com;impact;15% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://aimer.com/;activ
AF0211;Comision afiliere — airalo.com;Afiliere;international;impact;airalo.com;impact;15% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://www.airalo.com;activ
AF0212;Comision afiliere — pagewings.com;Afiliere;international;impact;pagewings.com;impact;12% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.pagewings.com/;activ
AF0213;Comision afiliere — amotopart.com;Afiliere;international;impact;amotopart.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://amotopart.com;activ
AF0214;Comision afiliere — iaohi.com;Afiliere;international;impact;iaohi.com;impact;18% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.iaohi.com;activ
AF0215;Comision afiliere — artzmiami.com;Afiliere;international;impact;artzmiami.com;impact;15% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.artzmiami.com;activ
AF0216;Comision afiliere — avidlove.com;Afiliere;international;impact;avidlove.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.avidlove.com;activ
AF0217;Comision afiliere — bestchoiceproducts.com;Afiliere;international;impact;bestchoiceproducts.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://bestchoiceproducts.com;activ
AF0218;Comision afiliere — roam.virginconnect.com;Afiliere;international;impact;roam.virginconnect.com;impact;15% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://roam.virginconnect.com/;activ
AF0219;Comision afiliere — bytesim.com;Afiliere;international;impact;bytesim.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://bytesim.com;activ
AF0220;Comision afiliere — capelin-crew.com;Afiliere;international;impact;capelin-crew.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://capelin-crew.com;activ
AF0221;Comision afiliere — ottocast.com;Afiliere;international;impact;ottocast.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.ottocast.com/;activ
AF0222;Comision afiliere — zolucky.com;Afiliere;international;impact;zolucky.com;impact;12% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://zolucky.com;activ
AF0223;Comision afiliere — cleanster.com;Afiliere;international;impact;cleanster.com;impact;$10.00 per conversie;suma fixa;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://cleanster.com;activ
AF0224;Comision afiliere — cliganic.com;Afiliere;international;impact;cliganic.com;impact;15% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.cliganic.com;activ
AF0225;Comision afiliere — clym.io;Afiliere;international;impact;clym.io;impact;18% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;medie (lipseste linkul);usoara (cont activ);UNKNOWN;standard;https://clym.io;FARA LINK AFILIAT
AF0226;Comision afiliere — cognifit.com;Afiliere;international;impact;cognifit.com;impact;15% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.cognifit.com/;activ
AF0227;Comision afiliere — ctrader.com;Afiliere;international;impact;ctrader.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://ctrader.com;activ
AF0228;Comision afiliere — nbatopshot.com;Afiliere;international;impact;nbatopshot.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.nbatopshot.com;activ
AF0229;Comision afiliere — mydataninja.com;Afiliere;international;impact;mydataninja.com;impact;15% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://mydataninja.com;activ
AF0230;Comision afiliere — delphinusworld.com;Afiliere;international;impact;delphinusworld.com;impact;13% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://www.delphinusworld.com/;activ
AF0231;Comision afiliere — store.hiby.com;Afiliere;international;impact;store.hiby.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://store.hiby.com;activ
AF0232;Comision afiliere — ebrands.com;Afiliere;international;impact;ebrands.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://ebrands.com/;activ
AF0233;Comision afiliere — pelago.com;Afiliere;international;impact;pelago.com;impact;15% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://www.pelago.com;activ
AF0234;Comision afiliere — linnerlife.com;Afiliere;international;impact;linnerlife.com;impact;15% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.linnerlife.com;activ
AF0235;Comision afiliere — esimatic.com;Afiliere;international;impact;esimatic.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://www.esimatic.com;activ
AF0236;Comision afiliere — esimo.io;Afiliere;international;impact;esimo.io;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://esimo.io;activ
AF0237;Comision afiliere — esmondnaturalusa.com;Afiliere;international;impact;esmondnaturalusa.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.esmondnaturalusa.com;activ
AF0238;Comision afiliere — etravelsim.com;Afiliere;international;impact;etravelsim.com;impact;11% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://etravelsim.com;activ
AF0239;Comision afiliere — de.eureka.com;Afiliere;international;impact;de.eureka.com;impact;12% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://de.eureka.com/;activ
AF0240;Comision afiliere — outfitrer.com;Afiliere;international;impact;outfitrer.com;impact;12% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://outfitrer.com/;activ
AF0241;Comision afiliere — airhubapp.com;Afiliere;international;impact;airhubapp.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://www.airhubapp.com;activ
AF0242;Comision afiliere — wheeltop.com;Afiliere;international;impact;wheeltop.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://wheeltop.com;activ
AF0243;Comision afiliere — poposoapsolar.com;Afiliere;international;impact;poposoapsolar.com;impact;12% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://poposoapsolar.com;activ
AF0244;Comision afiliere — store.hohem.com;Afiliere;international;impact;store.hohem.com;impact;14% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://store.hohem.com/;activ
AF0245;Comision afiliere — solacechic.com;Afiliere;international;impact;solacechic.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://solacechic.com;activ
AF0246;Comision afiliere — merachfit.com;Afiliere;international;impact;merachfit.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://merachfit.com/;activ
AF0247;Comision afiliere — ashimaryhair.com;Afiliere;international;impact;ashimaryhair.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.ashimaryhair.com;activ
AF0248;Comision afiliere — hototools.com;Afiliere;international;impact;hototools.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://hototools.com;activ
AF0249;Comision afiliere — lightingwill.com;Afiliere;international;impact;lightingwill.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.lightingwill.com;activ
AF0250;Comision afiliere — incerunmen.com;Afiliere;international;impact;incerunmen.com;impact;12% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;medie (lipseste linkul);usoara (cont activ);UNKNOWN;standard;https://www.incerunmen.com/;FARA LINK AFILIAT
AF0251;Comision afiliere — italist.com;Afiliere;international;impact;italist.com;impact;12% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://italist.com;activ
AF0252;Comision afiliere — jetpacglobal.com;Afiliere;international;impact;jetpacglobal.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.jetpacglobal.com/us/;activ
AF0253;Comision afiliere — kingcampoutdoors.com;Afiliere;international;impact;kingcampoutdoors.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.kingcampoutdoors.com/;activ
AF0254;Comision afiliere — torraslife.com;Afiliere;international;impact;torraslife.com;impact;12% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.torraslife.com;activ
AF0255;Comision afiliere — toyletite.store;Afiliere;international;impact;toyletite.store;impact;$12.00 per conversie;suma fixa;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;medie (lipseste linkul);usoara (cont activ);UNKNOWN;standard;https://toyletite.store;FARA LINK AFILIAT
AF0256;Comision afiliere — macrosoft.store;Afiliere;international;impact;macrosoft.store;impact;18% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.macrosoft.store;activ
AF0257;Comision afiliere — shopmakari.com;Afiliere;international;impact;shopmakari.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://shopmakari.com/;activ
AF0258;Comision afiliere — margovil.com;Afiliere;international;impact;margovil.com;impact;15% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.margovil.com;activ
AF0259;Comision afiliere — mbito.app;Afiliere;international;impact;mbito.app;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.mbito.app/;activ
AF0260;Comision afiliere — us.anthbot.com;Afiliere;international;impact;us.anthbot.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://us.anthbot.com;activ
AF0261;Comision afiliere — vollyc.com;Afiliere;international;impact;vollyc.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://vollyc.com/;activ
AF0262;Comision afiliere — meshnology.com;Afiliere;international;impact;meshnology.com;impact;13% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://meshnology.com/;activ
AF0263;Comision afiliere — hailuoai.video;Afiliere;international;impact;hailuoai.video;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://hailuoai.video;activ
AF0264;Comision afiliere — neakasa.com;Afiliere;international;impact;neakasa.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://neakasa.com;activ
AF0265;Comision afiliere — onemilebike.com;Afiliere;international;impact;onemilebike.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://www.onemilebike.com/en-us;activ
AF0266;Comision afiliere — obdeleven.com;Afiliere;international;impact;obdeleven.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.obdeleven.com;activ
AF0267;Comision afiliere — ohuhu.com;Afiliere;international;impact;ohuhu.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://ohuhu.com;activ
AF0268;Comision afiliere — parallels.com;Afiliere;international;impact;parallels.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;http://parallels.com;activ
AF0269;Comision afiliere — simovo.com;Afiliere;international;impact;simovo.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://simovo.com;activ
AF0270;Comision afiliere — plantifique.com;Afiliere;international;impact;plantifique.com;impact;15% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://plantifique.com;activ
AF0271;Comision afiliere — printerpix.de;Afiliere;international;impact;printerpix.de;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://www.printerpix.de;activ
AF0272;Comision afiliere — promeed.com;Afiliere;international;impact;promeed.com;impact;12% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://promeed.com;activ
AF0273;Comision afiliere — saily.com;Afiliere;international;impact;saily.com;impact;10% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://saily.com;activ
AF0274;Comision afiliere — le-parmentier.com;Afiliere;international;impact;le-parmentier.com;impact;16% comision;procent din vanzare;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;fara continut propriu;mica (deja integrat);usoara (cont activ);UNKNOWN;standard;https://le-parmentier.com;activ
